Seed,,,,,,,,
,,1,Large waste wood compactor,: -25%,Perfect for particle boards.,,,
,Concrete Factory,,,,,,,
,,3,Large mixing drums,: +25%,So everything is in proportion,,,
,,3,Energy-saving mixer motor,: -25%,"Increased efficiency, reduced consumption.",,,
,,3,Sealing dust hood,: -25%,"Finally, a cough-free working environment!",,,
,Munitions Factory,,,,,,,
,,2,Coreless ammunition,: +25%,"Easier templates, reduced used of Materials.",,,
,,2,Low-revolution cartridge lathe,: -25%,Reduced abrasion.,,,
,,2,Degradable cartridge cases,: -25%,Rubber bullets made of natural Rubber.,,,
,Electronics Recycler,,,,,,,
,,1,Advanced etching,: +25%,Allows the precise removal of various metals.,,, 
,,1,Plasma activated gases,: -25%,"Respiratory masks madatory, effective immediately.",,, 
,,1,Magnetized drones,: -25%,Find and mark deftly and efficiently.,,,
,Oil Rig,,,,,,,
,,3,Emergency organization plan I,: -15%,Safety through trained personnel …,,,
,,3,Emergency organization plan II,: -25%,Thick fire walls.,,,
,,3,Emergency organization plan III,: -40%,Additional shutoff valves.,,,
,Pasta Production,,,,,,,
,,3,Large pasta machine,: +25%,For pasta of all shapes and colors!,,,
,,3,Power-saving water heaters,: -25%,Gets the pasta to the boil.,,,
,,3,Precise vegetable slicer,: -25%,Produces less peeling waste.,,,
,Health Drink Factory,,,,,,,
,,2,Automated mixer,: +25%,"3.141% Vitamin B12, 2.718% Vitamin C ...",,,
,,2,Accurate filling machine,: -25%,Works to the precise milliliter.,,,
,,2,Eco-neutral mixing ratio,: -25%,"Same taste, fewer chemicals.",,,
,Gourmet Factory,,,,,,,
,,3,Gourmetbot v. 3.3,: +25%,Cuisine Cybernetique.,,,
,,3,Low-energy induction hob,: -25%,Generates eddy currents!,,,
,,3,Uncoated pans,: -25%,Guaranteed Teflon-free.,,,
,Champagne Cellar,,,,,,,
,,2,Fast ferment,: +25%,Accelerates the ripening process.,,,
,,2,Unlit wine cellar,: -25%,"Caution, stairs!",,,
,,2,Traditional wooden vats,: -25%,For that special flavor.,,,
,Glassworks,,,,,,,
,,3,Large melting tank,: +25%,Continually produces flat Glass,,,
,,3,Low-temperature convection oven.,: -25%,Reaches the melting point more quickly.,,,
,,3,Oil-free glass cutter,: -25%,Requires great skill.,,,
,Steelworks,,,,,,,
,,2,Resistant blast furnace,: +25%,Can withstand hellish temperatures,,,
,,2,Automated iron casting,: -25%,Works like magic.,,,
,,2,Large smoke filter,: -25%,Reduces exhaust pollutants.,,,
,Arsenal,,,,,,,
,,2,Large explosives bunker,: +25%,"It is suitably protected, of course ...",,,
,,2,Low-voltage security fence,: -25%,Enough to scare away any infiltrators.,,,
,,2,ABC protective facade,: -25%,Nothing gets out!,,,
,Robot Factory,,,,,,,
,,3,Automatic update routine,: +25%,The next patch will fix that!,,,
,,3,Photovoltaic robot helmets,: -25%,Extends deployment range in sunny conditions.,,,
,,3,Recyclable robot parts,: -25%,Can be reused in other bots...,,,
,Projector Plant,,,,,,,
,,3,Precision optics,: +25%,"Sharper images, higher resolution...",,,
,,3,Automatic resonance amplifier,: -25%,Makes more out of less.,,,
,,3,Stain-resistant lenses,: -25%,With built-in windshield wipers.,,,
,Jewelery Manufactory,,,,,,,
,,3,Hard grinding heads,: +25%,Adds the final touch...,,,
,,3,Low-friction polishing machine,: -25%,The same brilliance with gentler finishing.,,,
,,3,Compatible brighteners,: -25%,A sparkle like never before!,,,
,Healthcare Office,,,,,,,
,,3,Large sterilization plant,: +25%,Germ-free is better...,,,
,,3,Bunsen burner lighting,: -25%,Saves a lot on fluorescent tubes.,,,
,,3,Herbal ingredients,: -25%,Homeopathic and with no side-effects.,,,
,Carbon Factory,,,,,,,
,,3,Precision fiber bushings,: +25%,For high-performance Synthetic fabrics,,,
,,3,Low-energy arc discharge,: -25%,Reduced cathode wear.,,,
,,3,Precise graphite laser,: -25%,Penetrates atom by atom.,,,
,Functional Food Factory,,,,,,,
,,3,Fortified nutrients,: +25%,Everything your body needs!,,,
,,3,Exothermic nutrient synthesis,: -25%,Doesn't need energy!,,,
,,3,Suitable packaging,: -25%,Food from a tube!,,,
,Energy Drink Factory,,,,,,,
,,2,Effective stimulants,: +25%,Gets the brain going!,,,
,,2,Low-energy energy drinks,: -25%,Caffeine-free,,,
,,2,Natural recipe,: -25%,With a few minor modifications.,,,
,Immunity Drug Manufacturers,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,Cybernetic Factory,,,,,,,
,,1,Neutron Microscope,: +25%,Allows the production of even smaller Units.,,, 
,,1,Seawater cooling,: -25%,So obvious...,,, 
,,1,Precision scanners,: -25%,Scans all components for irregulatities in advance.,,,
,Laboratory Outfitter,,,,,,,
,,1,Radiation sterilization,: +25%,Uses gamma rays instead of acid.,,,
,,1,Aqua regia,: -25%,Recycles Gold and Platinum reliably.,,, 
,,1,Hardened molds,: -25%,Try some more reusability!,,,
,Bionics Factory,,,,,,,
,,1,Vacuum chambers,: +25%,Airless purity!,,, 
,,1,Outsourced material tests,: -25%,They can do that...,,, 
,,1,Water-based impregnation,: -25%,Biologically safe!,,, 
,,1,Endothermic welding process,: -25%,Requires no additional heat.,,,
,High-Tech Weapons Factory,,,,,,,
,,3,Improved control unit,: +25%,Now you can leave everything to the machine!,,,
,,3,Cut rate homing software,: -25%,Auto-aim is only for beginners anyway.,,,
,,3,Residue-free Rocket fuel,: -25%,Clean dynamic power.,,,
,Gen Farming Laboratory,,,,,,,
,,1,Fermentation catalyst,: +25%,Never missed a reaction yet.,,,
,,1,Vacuum seal,: -25%,Only reveals it's real strengths starting at 0.000001 bar.,,,
,,1,Coated reactor vessel,: -25%,Puts the cleaning crew out of work.,,,
,,,,,,,,
,,1,Spongin essence,: +25%,Nice and soft...,,,
,,1,Coupled dispenser,: -25%,Issues nutrients only when needed,,,
,,1,Bud accelerator,: -25%,Focusses on endogenous fertility.,,,
,Lithium Production Facility,,,,,,,
,,1,Gigantic water nozzle,: +25%,Can suck up enormous amounts of water.,,,
,,1,Coupled turbine,: -25%,Gathers even more flow Energy,,,
,,1,Solids filter,: -25%,Prevents whole schools of Fish from being suck up.,,,
,Oxidation Facility,,,,,,,
,,1,Laser-controlled spray head,: +25%,Optimizes substrate coating.,,,
,,1,Reactive plasma,: -25%,Requires half the usual initial Energy.,,,
,,1,Drying additive,: -25%,Replaces costly cost air drying of the coatings.,,,
,Hydraulic Plant,,,,,,,
,,1,Multi-axis milling,: +25%,Reaches everywhere.,,,
,,1,Intelligent production line,: -25%,Just relax.,,,
,,1,Heat-resistant tapping fluids,: -25%,A boon to the respiratory tract.,,,
,,1,Diamond hardened cutter heads,: -25%,"Less wear, less cost.",,,
,Metal Converter,,,,,,,
,,1,Iron optimized reflector system,: +25%,Enables the ultrasonic detection of Iron Ore deposits.,,, 
,,1,Heat flow generator,: -25%,Recovers the thermal energy from Black Smokers.,,, 
,,1,Sealing primer,: -25%,Protects equipment against constant fouling!,,,
,,1,Copper optimized reflector system,: +25%,Enables the ultrasonic detection of Copper deposits.,,, 
,,1,Thermodynamic borehole,: -25%,Recovers the thermal energy from Black Smokers.,,, 
,,1,Dirt-repellent paint,: -25%,Protects equipment against constant fouling!,,,
,,1,Gold optimized reflector system,: +25%,Enables the ultrasonic detection of Gold deposits.,,, 
,,1,Hot water pump,: -25%,Recovers the thermal energy from Black Smokers.,,, 
,,1,Hydrophobic gel,: -25%,Protects equipment against constant fouling!,,,
,,1,Uranium optimized reflector system,: +25%,Enables the ultrasonic detection of Uranium deposits.,,, 
,,1,Thermochemical depot,: -25%,Recovers the thermal energy from Black Smokers.,,, 
,,1,Phosphate grease,: -25%,Protects equipment against constant fouling!,,,
,,1,Platinum optimized reflector system,: +25%,Enables the ultrasonic detection of Platinum deposits.,,, 
,,1,Steam pressure generator,: -25%,Recovers the thermal energy from Black Smokers.,,, 
,,1,Galvanised powder coating,: -25%,Protects equipment against constant fouling!,,,
Energy Building Upgrade,,,,,,,,
,Eco Energy Buildings,,,,,,,
,,3,Eden Initiative Energy Manifesto I,: -10%,"Title: ""Environmental Power Plants""",,,
,,3,Eden Initiative Energy Manifesto II,: -15%,"Title: ""Nature-Friendly Power Generation""",,,
,,3,Eden Initiative Energy Manifesto III,: -20%,"Title: ""Sustainable Energy""",,,
,Tycoon Energy Buildings,,,,,,,
,,3,Global Trust Roadmap I,: -10%,"Title: ""Energetic Savings""",,,
,,3,Global Trust Roadmap II,: -15%,"Title: ""Performance Enhancing Cost Reduction""",,,
,,3,Global Trust Roadmap III,: -20%,"Title: ""Energy for Free!""",,,
,,3,Toxin testing,: -10%,Occasional inspections are mandatory,,,
,,3,Toxin ban,: -15%,Strict Building control requirements,,,
,,3,Toxin disposal,: -20%,That sort of thing isn't used any more.,,,
,Tech Energy Buildings,,,,,,,
,,3,S.A.A.T. Capacity Plan I,: -10%,"Title: ""The Calculated Potential Energy""",,,
,,3,S.A.A.T. Capacity Plan II,: -15%,"Title: ""Future Energy Storage""",,,
,,3,S.A.A.T. Capacity Plan III,: -20%,"Title: ""Multiple condenser use""",,,
,,3,Flotsam rake,: -10%,Removes particles in the reservoir.,,,
,,3,Oxygen-producing Algae,: -15%,Traps even the smallest particles,,,
,,3,Backwater filter,: -20%,The lake hasn't been this clear in ages!,,,
,Wind Park,,,,,,,
,,3,Optimized rotor blades,: +15%,Increase rotational speed.,,,
,Offshore Wind Park,,,,,,,
,,3,Offshore substation,: +15%,Keeps the voltage curve at the top,,,
,Thermal Power Station,,,,,,,
,,3,Efficient heat exchanger,: +15%,So that no energy is wasted,,,
,Solar Tower Generator,,,,,,,
,,3,Highly sensitive solar collectors,: +15%,Also work under gray skies,,,
,Coal Power Station,,,,,,,
,,3,Robust firebox,: +15%,Can withstand high temperatures,,,
,Nuclear Power Plant,,,,,,,
,,3,Fast breeder reactor,: +15%,Makes far better use of the Fuel rods.,,,
,,2,Safety protocol I,: -15%,The staff knows what to do.,,,
,,3,Safety protocol II,: -25%,With belt and braces.,,,
,,3,Safety protocol III,: -40%,Completely foolproof operation.,,,
,Marine Current Power Plant,,,,,,,
,,3,Improved deep sea Turbines,: +15%,"High-voltage current, even from weak currents",,,
,Geothermic Power Plant,,,,,,,
,,3,Hybrid Sheathing,: +15%,Lets less heat escape from conveyor pipes.,,,
,,2,Geoseismic Damper 1.0,: -15%,A little damping is better than none.,,,
,,2,Geoseismic Damper 2.0,: -25%,Capable of absorbing heavy shocks.,,,
,,2,Geoseismic Damper 3.0,: -40%,Dampens even the worst shocks.,,,
Emergency Building Upgrade,,,,,,,,
,Fire Station,,,,,,,
,,3,Tank of extinguishing agent,: +20%,A must for every household,,,
,,2,Fire alarm system,: +10%,Forewarned is forearmed,,,
,,3,Fire prevention system,: +30%,Prevention is better than cure,,,
,,2,Automated Extinguisher I,: -10%,A sprinkler in every room.,,,
,,3,Automated Extinguisher II,: -15%,"Once fireproof, always fireproof",,,
,,3,Automated Extinguisher III,: -20%,Lightning-fast fire detection AI,,,
,Hospital,,,,,,,
,,2,Patient registry,: +10%,Cough tally included,,,
,,3,Emergency room,: +20%,When time is of the essence,,,
,,3,Preventative medicine,: +30%,"Vaccination, not remonstration!",,,
,,2,Pill rationing I,: -10%,By prescription only.,,,
,,3,Pill rationing II,: -15%,One pack will have to do.,,,
,,3,Pill rationing III,: -20%,Herbal Tea and compresses instead,,,
,Police Station,,,,,,,
,,2,Criminal records,: +10%,Once registered - in there for ever.,,,
,,3,Biometric registry,: +20%,Definitely better than wanted posters,,,
,,3,DNA collection,: +30%,The genes reveal what the eyes cannot see,,,
,,2,Security rationalization I,: -10%,"In civvies, starting today",,,
,,3,Security rationalization II,: -15%,Chasing criminals on foot,,,
,,3,Security rationalization III,: -20%,Prison without bars,,,
Military Building Upgrade,,,,,,,,
,,3,Simplified chain of command I,: -10%,Who is in command here?,,,
,,3,Simplified chain of command II,: -15%,"Too many decision-makers, too few decisions",,,
,,3,Simplified chain of command III,: -20%,"Clear words, clear structures!",,,
,,3,Standby current I,: -10%,There's no need to constantly monitor the radar...,,,
,,3,Standby power II,: -15%,No need to close the security gates...,,,
,,3,Standby power III,: -20%,We'll turn it on if something happens,,,
,,1,Stationary trajectory correction,: +10%,Astonishing accuracy of aim,,,
,,2,Stationary gyroscopic sights,: +20%,Hits the smallest dot on the horizon,,,
,,3,Stationary target identification system,: +30%,Pursues higher targets,,,
,,1,Increased rate of fire,: +10%,These salvos really pack a punch!,,,
,,2,Drastic rate of fire,: +20%,Fires faster than the eye can see.,,,
,,3,Maximum rate of fire,: +30%,Bombards targets.,,,
